id;resi;nama_penerima;alamat_tujuan;kota_asal;kota_tujuan;berat;biaya;status;id_layanan;id_klasifikasi;id_kurir;created_at
326;SWF-20251112-0326;Hendra Wijaya;Jl. Kenanga No. 60;Tangerang;Bandung;13.200000;157000.000000;terkirim;1;2;4;2025-11-12 09:12:02
327;SWF-20251112-0327;Budi Santoso;Jl. Sudirman No. 64;Karawang;Depok;37.440000;848800.000000;terkirim;2;3;4;2025-11-12 11:43:53
328;SWF-20251112-0328;Hendra Wijaya;Jl. Pahlawan No. 129;Depok;Jakarta Pusat;5.369000;187915.000000;terkirim;3;1;4;2025-11-12 13:56:44
329;SWF-20251114-0329;Siti Rahma;Jl. Gatot Subroto No. 98;Karawang;Yogyakarta;16.380000;352600.000000;terkirim;2;2;5;2025-11-14 17:44:32
330;SWF-20251115-0330;Siti Rahma;Jl. Kebon Jeruk No. 36;Bandung;Karawang;7.717500;154350.000000;terkirim;2;1;5;2025-11-15 08:10:50
331;SWF-20251115-0331;Gita Saraswati;Jl. Ahmad Yani No. 48;Bekasi;Jakarta Timur;6.716667;53733.333333;terkirim;4;1;5;2025-11-15 10:30:47
332;SWF-20251116-0332;Agus Setiawan;Jl. Diponegoro No. 48;Jakarta Pusat;Surabaya;11.154000;248080.000000;terkirim;2;2;6;2025-11-16 16:28:17
333;SWF-20251116-0333;Toni Hermanto;Jl. Diponegoro No. 129;Bandung;Bogor;18.496500;172972.000000;terkirim;4;2;5;2025-11-16 20:58:48
334;SWF-20251117-0334;Sari Indah;Jl. Cempaka No. 4;Depok;Bogor;7.980000;79800.000000;terkirim;1;1;4;2025-11-17 11:21:49
335;SWF-20251117-0335;Joko Susilo;Jl. Cempaka No. 104;Semarang;Jakarta Pusat;29.000000;315000.000000;terkirim;1;2;6;2025-11-17 17:36:12
336;SWF-20251117-0336;Joko Susilo;Jl. Kenanga No. 11;Karawang;Tangerang;6.890667;241173.333333;terkirim;3;1;5;2025-11-17 22:24:25
337;SWF-20251118-0337;Dewi Lestari;Jl. Cempaka No. 76;Bandung;Jakarta Pusat;24.472000;220776.000000;terkirim;4;2;4;2025-11-18 12:22:11
338;SWF-20251118-0338;Gita Saraswati;Jl. Diponegoro No. 101;Tangerang;Bekasi;4.645333;37162.666667;terkirim;4;1;6;2025-11-18 17:12:20
339;SWF-20251119-0339;Andi Pratama;Jl. Melati No. 42;Yogyakarta;Semarang;2.100000;16800.000000;terkirim;4;1;6;2025-11-19 08:00:42
340;SWF-20251119-0340;Sri Wahyuni;Jl. Thamrin No. 97;Karawang;Tangerang;4.030000;80600.000000;terkirim;2;1;4;2025-11-19 17:01:11
341;SWF-20251121-0341;Hendra Wijaya;Jl. Raya Bogor No. 115;Depok;Yogyakarta;3.575000;71500.000000;terkirim;2;1;4;2025-11-21 22:54:59
342;SWF-20251122-0342;Toni Hermanto;Jl. Kamboja No. 140;Semarang;Jakarta Pusat;18.006667;169053.333333;terkirim;4;2;5;2025-11-22 15:29:33
343;SWF-20251124-0343;Dian Sasmita;Jl. Merdeka No. 63;Karawang;Depok;3.168000;63360.000000;terkirim;2;1;4;2025-11-24 16:55:41
344;SWF-20251125-0344;Sari Indah;Jl. Raya Bogor No. 85;Jakarta Selatan;Jakarta Pusat;7.728000;154560.000000;terkirim;2;1;6;2025-11-25 02:34:46
345;SWF-20251125-0345;Maya Kartika;Jl. Mawar No. 10;Jakarta Selatan;Bekasi;28.101000;306010.000000;terkirim;1;2;5;2025-11-25 03:04:39
346;SWF-20251126-0346;Siti Rahma;Jl. Ahmad Yani No. 71;Bekasi;Bandung;28.644000;597880.000000;terkirim;2;2;6;2025-11-26 22:24:50
347;SWF-20251127-0347;Hadi Sunyoto;Jl. Gatot Subroto No. 124;Yogyakarta;Semarang;24.533333;883666.666667;terkirim;3;2;6;2025-11-27 10:44:50
348;SWF-20251127-0348;Maya Kartika;Jl. Kamboja No. 134;Yogyakarta;Surabaya;29.309500;611190.000000;terkirim;2;2;6;2025-11-27 11:28:44
349;SWF-20251130-0349;Budi Santoso;Jl. Flamboyan No. 31;Yogyakarta;Jakarta Barat;9.765000;341775.000000;terkirim;3;1;5;2025-11-30 02:37:10
350;SWF-20251130-0350;Roni Wijaya;Jl. Raya Bogor No. 66;Semarang;Jakarta Selatan;29.008000;1040280.000000;terkirim;3;2;4;2025-11-30 19:26:11
351;SWF-20251203-0351;Maya Kartika;Jl. Merdeka No. 45;Jakarta Barat;Tangerang;43.901667;539016.666667;terkirim;1;3;6;2025-12-03 23:48:23
352;SWF-20251204-0352;Eko Prasetyo;Jl. Melati No. 119;Semarang;Tangerang;10.336000;386760.000000;terkirim;3;2;6;2025-12-04 20:02:17
353;SWF-20251205-0353;Lestari Wulandari;Jl. Mawar No. 17;Jakarta Timur;Bekasi;6.660333;133206.666667;terkirim;2;1;6;2025-12-05 02:58:28
354;SWF-20251206-0354;Agus Setiawan;Jl. Raya Bogor No. 81;Yogyakarta;Jakarta Pusat;9.548000;76384.000000;terkirim;4;1;4;2025-12-06 02:54:13
355;SWF-20251206-0355;Hadi Sunyoto;Jl. Raya Bogor No. 45;Jakarta Selatan;Tangerang;1.715000;13720.000000;terkirim;4;1;6;2025-12-06 09:45:26
356;SWF-20251206-0356;Roni Wijaya;Jl. Melati No. 124;Yogyakarta;Karawang;11.662000;141620.000000;terkirim;1;2;6;2025-12-06 17:56:48
357;SWF-20251207-0357;Sari Indah;Jl. Flamboyan No. 100;Yogyakarta;Karawang;1.960000;19600.000000;terkirim;1;1;6;2025-12-07 15:21:06
358;SWF-20251208-0358;Sari Indah;Jl. Ahmad Yani No. 134;Semarang;Surabaya;4.802000;96040.000000;terkirim;2;1;5;2025-12-08 04:01:35
359;SWF-20251208-0359;Gita Saraswati;Jl. Melati No. 113;Surabaya;Jakarta Selatan;6.380000;223300.000000;terkirim;3;1;4;2025-12-08 11:06:16
360;SWF-20251208-0360;Yanto Sukarno;Jl. Melati No. 70;Jakarta Timur;Semarang;9.744333;97443.333333;terkirim;1;1;5;2025-12-08 21:05:38
361;SWF-20251209-0361;Sari Indah;Jl. Diponegoro No. 8;Bogor;Yogyakarta;3.618667;36186.666667;terkirim;1;1;4;2025-12-09 17:01:35
362;SWF-20251209-0362;Dian Sasmita;Jl. Flamboyan No. 92;Depok;Tangerang;9.100000;72800.000000;terkirim;4;1;6;2025-12-09 19:43:01
363;SWF-20251211-0363;Eko Prasetyo;Jl. Raya Bogor No. 120;Bogor;Jakarta Barat;7.625333;266886.666667;terkirim;3;1;5;2025-12-11 03:53:19
364;SWF-20251212-0364;Toni Hermanto;Jl. Merdeka No. 17;Bogor;Jakarta Selatan;44.091000;981820.000000;terkirim;2;3;5;2025-12-12 15:16:36
365;SWF-20251215-0365;Sri Wahyuni;Jl. Ahmad Yani No. 84;Karawang;Yogyakarta;11.856000;119848.000000;terkirim;4;2;5;2025-12-15 03:25:38
366;SWF-20251216-0366;Joko Susilo;Jl. Thamrin No. 124;Tangerang;Jakarta Selatan;20.670000;190360.000000;terkirim;4;2;6;2025-12-16 09:11:10
367;SWF-20251216-0367;Rahmat Hidayat;Jl. Kamboja No. 30;Bandung;Surabaya;12.903000;128224.000000;terkirim;4;2;4;2025-12-16 10:06:08
368;SWF-20251217-0368;Agus Setiawan;Jl. Kenanga No. 84;Bogor;Yogyakarta;2.201500;44030.000000;terkirim;2;1;6;2025-12-17 16:25:22
369;SWF-20251218-0369;Siti Rahma;Jl. Flamboyan No. 137;Depok;Bogor;14.070000;517450.000000;terkirim;3;2;5;2025-12-18 07:48:01
370;SWF-20251219-0370;Yanto Sukarno;Jl. Gatot Subroto No. 150;Jakarta Pusat;Surabaya;19.825000;718875.000000;terkirim;3;2;4;2025-12-19 21:56:53
371;SWF-20251220-0371;Gita Saraswati;Jl. Mawar No. 29;Depok;Jakarta Pusat;26.000000;935000.000000;terkirim;3;2;6;2025-12-20 13:53:37
372;SWF-20251220-0372;Gita Saraswati;Jl. Kebon Jeruk No. 45;Bogor;Jakarta Timur;18.722667;174781.333333;terkirim;4;2;4;2025-12-20 16:24:25
373;SWF-20251221-0373;Rahmat Hidayat;Jl. Merdeka No. 37;Yogyakarta;Bogor;5.850000;117000.000000;terkirim;2;1;6;2025-12-21 04:42:32
374;SWF-20251221-0374;Dian Sasmita;Jl. Thamrin No. 117;Karawang;Tangerang;52.706667;1944733.333333;terkirim;3;3;4;2025-12-21 10:38:46
375;SWF-20251222-0375;Maya Kartika;Jl. Kamboja No. 61;Yogyakarta;Karawang;35.918667;1357153.333333;terkirim;3;3;4;2025-12-22 04:29:37
376;SWF-20251223-0376;Maya Kartika;Jl. Kamboja No. 21;Jakarta Timur;Semarang;39.847500;498475.000000;terkirim;1;3;6;2025-12-23 07:33:52
377;SWF-20251225-0377;Rahmat Hidayat;Jl. Raya Bogor No. 14;Bekasi;Bandung;8.726667;69813.333333;terkirim;4;1;6;2025-12-25 02:52:15
378;SWF-20251226-0378;Hendra Wijaya;Jl. Raya Bogor No. 43;Jakarta Pusat;Semarang;5.848000;46784.000000;terkirim;4;1;6;2025-12-26 05:17:13
379;SWF-20251226-0379;Dian Sasmita;Jl. Merdeka No. 74;Bogor;Jakarta Selatan;6.092667;213243.333333;terkirim;3;1;5;2025-12-26 15:18:18
380;SWF-20251227-0380;Budi Santoso;Jl. Ahmad Yani No. 45;Bandung;Semarang;18.458500;394170.000000;terkirim;2;2;5;2025-12-27 08:09:40
381;SWF-20251228-0381;Hadi Sunyoto;Jl. Sudirman No. 88;Jakarta Selatan;Jakarta Barat;21.875667;200005.333333;terkirim;4;2;4;2025-12-28 04:13:27
382;SWF-20251230-0382;Maya Kartika;Jl. Mawar No. 14;Surabaya;Depok;1.984000;15872.000000;terkirim;4;1;5;2025-12-30 05:30:29
383;SWF-20251230-0383;Gita Saraswati;Jl. Pahlawan No. 98;Surabaya;Semarang;29.598333;616966.666667;terkirim;2;2;6;2025-12-30 07:54:08
384;SWF-20251230-0384;Sri Wahyuni;Jl. Melati No. 136;Surabaya;Jakarta Pusat;15.730000;150840.000000;terkirim;4;2;6;2025-12-30 13:48:16
385;SWF-20251230-0385;Andi Pratama;Jl. Ahmad Yani No. 66;Surabaya;Bandung;27.600000;577000.000000;terkirim;2;2;6;2025-12-30 14:01:22
386;SWF-20251231-0386;Budi Santoso;Jl. Merdeka No. 18;Jakarta Pusat;Bogor;6.493667;51949.333333;terkirim;4;1;5;2025-12-31 02:25:44
387;SWF-20251231-0387;Sari Indah;Jl. Merdeka No. 24;Jakarta Pusat;Surabaya;3.854167;38541.666667;terkirim;1;1;6;2025-12-31 10:27:38
388;SWF-20251231-0388;Agus Setiawan;Jl. Thamrin No. 65;Depok;Karawang;9.690000;77520.000000;terkirim;4;1;6;2025-12-31 17:42:50
389;SWF-20260101-0389;Rahmat Hidayat;Jl. Mangga Dua No. 16;Tangerang;Bogor;6.335333;221736.666667;terkirim;3;1;5;2026-01-01 09:41:48
390;SWF-20260102-0390;Sri Wahyuni;Jl. Thamrin No. 126;Jakarta Selatan;Jakarta Barat;31.665833;416658.333333;terkirim;1;3;6;2026-01-02 10:03:22
391;SWF-20260102-0391;Rahmat Hidayat;Jl. Mangga Dua No. 115;Jakarta Pusat;Karawang;0.676667;5413.333333;terkirim;4;1;4;2026-01-02 12:47:15
392;SWF-20260103-0392;Budi Santoso;Jl. Kamboja No. 123;Tangerang;Bogor;9.006000;90060.000000;terkirim;1;1;6;2026-01-03 02:26:28
393;SWF-20260103-0393;Yanto Sukarno;Jl. Melati No. 78;Tangerang;Jakarta Pusat;15.288000;560080.000000;terkirim;3;2;5;2026-01-03 03:16:25
394;SWF-20260104-0394;Sari Indah;Jl. Kenanga No. 49;Depok;Semarang;12.439167;124513.333333;terkirim;4;2;6;2026-01-04 18:41:21
395;SWF-20260105-0395;Roni Wijaya;Jl. Merdeka No. 62;Bogor;Tangerang;11.613000;117904.000000;terkirim;4;2;5;2026-01-05 08:00:31
396;SWF-20260105-0396;Lestari Wulandari;Jl. Sudirman No. 104;Jakarta Selatan;Depok;67.184000;1443680.000000;terkirim;2;3;6;2026-01-05 22:33:49
397;SWF-20260106-0397;Siti Rahma;Jl. Kamboja No. 5;Bogor;Surabaya;2.665000;26650.000000;terkirim;1;1;6;2026-01-06 10:05:53
398;SWF-20260106-0398;Dian Sasmita;Jl. Thamrin No. 17;Jakarta Selatan;Jakarta Timur;8.322000;166440.000000;terkirim;2;1;5;2026-01-06 14:09:32
399;SWF-20260107-0399;Maya Kartika;Jl. Diponegoro No. 83;Semarang;Jakarta Barat;4.160000;41600.000000;terkirim;1;1;5;2026-01-07 00:27:19
400;SWF-20260107-0400;Yanto Sukarno;Jl. Thamrin No. 113;Jakarta Barat;Surabaya;1.485000;11880.000000;sampai_tujuan;4;1;4;2026-01-07 01:47:58
401;SWF-20260107-0401;Budi Santoso;Jl. Merdeka No. 46;Jakarta Selatan;Semarang;33.810000;776200.000000;terkirim;2;3;4;2026-01-07 14:10:40
402;SWF-20260107-0402;Wati Kurnia;Jl. Pahlawan No. 45;Bandung;Semarang;5.621000;56210.000000;terkirim;1;1;5;2026-01-07 22:40:16
403;SWF-20260108-0403;Joko Susilo;Jl. Kebon Jeruk No. 31;Karawang;Jakarta Selatan;54.562667;1191253.333333;terkirim;2;3;6;2026-01-08 09:44:10
404;SWF-20260108-0404;Roni Wijaya;Jl. Ahmad Yani No. 39;Surabaya;Bogor;11.680000;141800.000000;terkirim;1;2;6;2026-01-08 18:11:21
405;SWF-20260109-0405;Andi Pratama;Jl. Melati No. 117;Jakarta Pusat;Jakarta Timur;6.656000;133120.000000;terkirim;2;1;5;2026-01-09 02:16:45
406;SWF-20260110-0406;Eko Prasetyo;Jl. Melati No. 108;Jakarta Barat;Semarang;7.956000;278460.000000;terkirim;3;1;4;2026-01-10 13:05:54
407;SWF-20260111-0407;Joko Susilo;Jl. Gatot Subroto No. 121;Bandung;Bogor;4.853333;97066.666667;terkirim;2;1;5;2026-01-11 07:57:24
408;SWF-20260111-0408;Eko Prasetyo;Jl. Kebon Jeruk No. 92;Depok;Jakarta Barat;3.154667;31546.666667;terkirim;1;1;4;2026-01-11 18:47:21
409;SWF-20260112-0409;Dewi Lestari;Jl. Melati No. 57;Depok;Surabaya;12.400000;273000.000000;terkirim;2;2;5;2026-01-12 04:28:25
410;SWF-20260112-0410;Toni Hermanto;Jl. Flamboyan No. 72;Jakarta Pusat;Semarang;17.930667;652573.333333;terkirim;3;2;6;2026-01-12 08:02:06
411;SWF-20260112-0411;Wati Kurnia;Jl. Sudirman No. 11;Bogor;Semarang;11.050667;113405.333333;terkirim;4;2;6;2026-01-12 11:24:40
412;SWF-20260112-0412;Rahmat Hidayat;Jl. Merdeka No. 105;Jakarta Barat;Jakarta Timur;17.233333;197333.333333;terkirim;1;2;5;2026-01-12 22:10:52
413;SWF-20260113-0413;Eko Prasetyo;Jl. Merdeka No. 117;Bogor;Jakarta Timur;19.123500;177988.000000;terkirim;4;2;6;2026-01-13 03:31:16
414;SWF-20260113-0414;Lestari Wulandari;Jl. Sudirman No. 76;Tangerang;Depok;9.480000;331800.000000;terkirim;3;1;4;2026-01-13 22:15:40
415;SWF-20260114-0415;Sri Wahyuni;Jl. Mawar No. 120;Bandung;Jakarta Pusat;16.725333;192253.333333;terkirim;1;2;6;2026-01-14 02:03:58
416;SWF-20260114-0416;Gita Saraswati;Jl. Ahmad Yani No. 123;Yogyakarta;Bandung;11.628000;431980.000000;terkirim;3;2;6;2026-01-14 14:38:35
417;SWF-20260114-0417;Rahmat Hidayat;Jl. Mawar No. 89;Bogor;Karawang;23.741667;214933.333333;terkirim;4;2;6;2026-01-14 18:39:44
418;SWF-20260114-0418;Yanto Sukarno;Jl. Gatot Subroto No. 49;Bogor;Jakarta Selatan;6.400000;224000.000000;terkirim;3;1;4;2026-01-14 18:58:07
419;SWF-20260115-0419;Siti Rahma;Jl. Kamboja No. 39;Jakarta Barat;Bandung;5.922000;118440.000000;terkirim;2;1;5;2026-01-15 01:13:31
420;SWF-20260115-0420;Roni Wijaya;Jl. Gatot Subroto No. 6;Semarang;Jakarta Barat;40.837333;1529306.666667;terkirim;3;3;6;2026-01-15 01:47:24
421;SWF-20260115-0421;Hadi Sunyoto;Jl. Flamboyan No. 118;Depok;Surabaya;6.582333;230381.666667;terkirim;3;1;5;2026-01-15 16:13:25
422;SWF-20260115-0422;Yanto Sukarno;Jl. Raya Bogor No. 117;Jakarta Timur;Surabaya;17.940000;383800.000000;terkirim;2;2;6;2026-01-15 20:45:28
423;SWF-20260115-0423;Agus Setiawan;Jl. Sudirman No. 82;Bandung;Jakarta Timur;26.961000;564220.000000;terkirim;2;2;6;2026-01-15 22:51:15
424;SWF-20260116-0424;Siti Rahma;Jl. Mawar No. 115;Karawang;Jakarta Timur;15.600000;181000.000000;terkirim;1;2;5;2026-01-16 00:03:40
425;SWF-20260116-0425;Budi Santoso;Jl. Melati No. 76;Bogor;Depok;16.324000;188240.000000;terkirim;1;2;5;2026-01-16 04:18:23
426;SWF-20260116-0426;Hendra Wijaya;Jl. Merdeka No. 103;Bandung;Jakarta Barat;12.897500;476412.500000;terkirim;3;2;6;2026-01-16 09:17:25
427;SWF-20260116-0427;Joko Susilo;Jl. Mangga Dua No. 51;Jakarta Pusat;Jakarta Timur;18.291000;171328.000000;terkirim;4;2;5;2026-01-16 22:28:22
428;SWF-20260117-0428;Siti Rahma;Jl. Cempaka No. 95;Tangerang;Bekasi;4.554000;159390.000000;terkirim;3;1;5;2026-01-17 08:38:46
429;SWF-20260118-0429;Eko Prasetyo;Jl. Cempaka No. 114;Depok;Jakarta Timur;18.144000;206440.000000;terkirim;1;2;4;2026-01-18 09:22:29
430;SWF-20260118-0430;Rahmat Hidayat;Jl. Kenanga No. 23;Jakarta Pusat;Bogor;14.784000;143272.000000;terkirim;4;2;6;2026-01-18 17:41:50
431;SWF-20260118-0431;Hendra Wijaya;Jl. Kamboja No. 11;Depok;Surabaya;40.296000;905920.000000;terkirim;2;3;4;2026-01-18 21:16:06
432;SWF-20260119-0432;Toni Hermanto;Jl. Ahmad Yani No. 74;Tangerang;Jakarta Timur;6.396000;63960.000000;terkirim;1;1;5;2026-01-19 01:15:58
433;SWF-20260119-0433;Yanto Sukarno;Jl. Kamboja No. 145;Tangerang;Depok;16.625000;191250.000000;terkirim;1;2;4;2026-01-19 05:15:24
434;SWF-20260119-0434;Eko Prasetyo;Jl. Diponegoro No. 92;Jakarta Timur;Jakarta Pusat;25.872000;930520.000000;terkirim;3;2;5;2026-01-19 06:42:12
435;SWF-20260119-0435;Dewi Lestari;Jl. Ahmad Yani No. 43;Karawang;Bekasi;17.600000;641000.000000;terkirim;3;2;6;2026-01-19 08:02:53
436;SWF-20260119-0436;Siti Rahma;Jl. Raya Bogor No. 96;Semarang;Bogor;16.430000;189300.000000;terkirim;1;2;4;2026-01-19 10:42:24
437;SWF-20260119-0437;Dian Sasmita;Jl. Ahmad Yani No. 107;Bogor;Jakarta Selatan;1.248000;9984.000000;terkirim;4;1;5;2026-01-19 18:39:27
438;SWF-20260120-0438;Dian Sasmita;Jl. Melati No. 45;Yogyakarta;Depok;2.058333;41166.666667;terkirim;2;1;4;2026-01-20 01:38:12
439;SWF-20260120-0439;Roni Wijaya;Jl. Diponegoro No. 21;Tangerang;Semarang;0.912000;7296.000000;terkirim;4;1;5;2026-01-20 22:56:49
440;SWF-20260121-0440;Hadi Sunyoto;Jl. Sudirman No. 121;Jakarta Selatan;Bekasi;2.160000;21600.000000;terkirim;1;1;4;2026-01-21 11:38:47
441;SWF-20260122-0441;Dewi Lestari;Jl. Mawar No. 8;Jakarta Selatan;Jakarta Barat;22.275000;470500.000000;terkirim;2;2;6;2026-01-22 02:33:06
442;SWF-20260122-0442;Rahmat Hidayat;Jl. Ahmad Yani No. 149;Semarang;Jakarta Pusat;16.144333;590051.666667;terkirim;3;2;6;2026-01-22 06:06:12
443;SWF-20260122-0443;Toni Hermanto;Jl. Mawar No. 48;Bogor;Yogyakarta;6.957500;55660.000000;terkirim;4;1;4;2026-01-22 14:39:30
444;SWF-20260122-0444;Lestari Wulandari;Jl. Ahmad Yani No. 120;Jakarta Selatan;Bandung;18.396000;668860.000000;terkirim;3;2;6;2026-01-22 23:32:41
445;SWF-20260123-0445;Agus Setiawan;Jl. Kenanga No. 73;Bogor;Surabaya;20.482000;188856.000000;terkirim;4;2;5;2026-01-23 10:30:35
446;SWF-20260123-0446;Yanto Sukarno;Jl. Thamrin No. 4;Surabaya;Bogor;15.180000;176800.000000;terkirim;1;2;4;2026-01-23 12:41:31
447;SWF-20260124-0447;Dewi Lestari;Jl. Gatot Subroto No. 94;Jakarta Barat;Tangerang;8.895833;177916.666667;terkirim;2;1;6;2026-01-24 07:24:18
448;SWF-20260124-0448;Andi Pratama;Jl. Kenanga No. 92;Bogor;Yogyakarta;54.900000;2021500.000000;terkirim;3;3;5;2026-01-24 07:59:27
449;SWF-20260124-0449;Toni Hermanto;Jl. Pahlawan No. 35;Jakarta Pusat;Jakarta Timur;3.504000;35040.000000;terkirim;1;1;5;2026-01-24 17:10:29
450;SWF-20260124-0450;Dian Sasmita;Jl. Ahmad Yani No. 20;Surabaya;Karawang;29.382500;1053387.500000;terkirim;3;2;5;2026-01-24 20:30:12
451;SWF-20260124-0451;Gita Saraswati;Jl. Merdeka No. 9;Tangerang;Jakarta Selatan;32.941667;363533.333333;terkirim;4;3;5;2026-01-24 21:57:44
452;SWF-20260126-0452;Hendra Wijaya;Jl. Thamrin No. 126;Tangerang;Jakarta Timur;34.692000;446920.000000;terkirim;1;3;6;2026-01-26 01:18:14
453;SWF-20260126-0453;Dewi Lestari;Jl. Sudirman No. 101;Depok;Karawang;24.456667;880983.333333;terkirim;3;2;4;2026-01-26 16:01:14
454;SWF-20260127-0454;Yanto Sukarno;Jl. Merdeka No. 88;Tangerang;Jakarta Selatan;31.680000;353440.000000;terkirim;4;3;4;2026-01-27 05:54:00
455;SWF-20260127-0455;Hendra Wijaya;Jl. Gatot Subroto No. 17;Depok;Jakarta Selatan;3.286000;115010.000000;terkirim;3;1;5;2026-01-27 12:31:10
456;SWF-20260128-0456;Wati Kurnia;Jl. Mangga Dua No. 6;Yogyakarta;Bogor;5.800000;46400.000000;terkirim;4;1;6;2026-01-28 02:17:45
457;SWF-20260128-0457;Roni Wijaya;Jl. Melati No. 128;Karawang;Yogyakarta;13.144000;485040.000000;terkirim;3;2;4;2026-01-28 09:42:59
458;SWF-20260128-0458;Hendra Wijaya;Jl. Mangga Dua No. 13;Depok;Surabaya;8.113000;81130.000000;terkirim;1;1;5;2026-01-28 10:59:15
459;SWF-20260128-0459;Toni Hermanto;Jl. Cempaka No. 54;Bekasi;Jakarta Selatan;28.416000;252328.000000;terkirim;4;2;6;2026-01-28 20:08:02
460;SWF-20260128-0460;Andi Pratama;Jl. Flamboyan No. 141;Jakarta Timur;Jakarta Pusat;30.514000;710280.000000;terkirim;2;3;6;2026-01-28 22:58:58
461;SWF-20260129-0461;Wati Kurnia;Jl. Sudirman No. 134;Jakarta Barat;Tangerang;12.880000;282600.000000;terkirim;2;2;6;2026-01-29 07:47:56
462;SWF-20260129-0462;Rahmat Hidayat;Jl. Kebon Jeruk No. 106;Depok;Bekasi;8.400000;67200.000000;terkirim;4;1;4;2026-01-29 11:40:34
463;SWF-20260129-0463;Hendra Wijaya;Jl. Flamboyan No. 125;Karawang;Tangerang;5.226667;104533.333333;terkirim;2;1;4;2026-01-29 15:51:58
464;SWF-20260130-0464;Gita Saraswati;Jl. Thamrin No. 11;Yogyakarta;Bogor;0.680000;23800.000000;terkirim;3;1;5;2026-01-30 01:55:31
465;SWF-20260130-0465;Rahmat Hidayat;Jl. Kenanga No. 36;Jakarta Barat;Jakarta Selatan;23.433333;845166.666667;terkirim;3;2;4;2026-01-30 07:28:55
466;SWF-20260131-0466;Maya Kartika;Jl. Kenanga No. 61;Tangerang;Jakarta Barat;3.434667;68693.333333;terkirim;2;1;5;2026-01-31 01:57:44
467;SWF-20260131-0467;Toni Hermanto;Jl. Mawar No. 29;Bekasi;Bandung;30.613333;1171466.666667;terkirim;3;3;5;2026-01-31 17:41:41
468;SWF-20260201-0468;Dian Sasmita;Jl. Sudirman No. 14;Yogyakarta;Surabaya;22.400000;204200.000000;terkirim;4;2;6;2026-02-01 09:01:23
469;SWF-20260201-0469;Joko Susilo;Jl. Flamboyan No. 100;Jakarta Pusat;Bogor;7.056000;141120.000000;terkirim;2;1;4;2026-02-01 20:45:18
470;SWF-20260202-0470;Wati Kurnia;Jl. Sudirman No. 71;Jakarta Selatan;Karawang;37.613333;400906.666667;terkirim;4;3;4;2026-02-02 00:43:20
471;SWF-20260202-0471;Yanto Sukarno;Jl. Cempaka No. 141;Yogyakarta;Bekasi;2.357333;47146.666667;terkirim;2;1;5;2026-02-02 16:10:40
472;SWF-20260203-0472;Roni Wijaya;Jl. Raya Bogor No. 81;Bandung;Jakarta Selatan;4.920000;98400.000000;terkirim;2;1;6;2026-02-03 10:14:04
473;SWF-20260203-0473;Siti Rahma;Jl. Mangga Dua No. 45;Surabaya;Bandung;13.685000;161850.000000;terkirim;1;2;5;2026-02-03 11:03:55
474;SWF-20260204-0474;Joko Susilo;Jl. Merdeka No. 6;Karawang;Yogyakarta;9.418500;188370.000000;terkirim;2;1;6;2026-02-04 01:53:24
475;SWF-20260204-0475;Wati Kurnia;Jl. Mangga Dua No. 39;Jakarta Selatan;Tangerang;1.420833;11366.666667;sampai_tujuan;4;1;5;2026-02-04 08:23:56
476;SWF-20260204-0476;Joko Susilo;Jl. Kebon Jeruk No. 49;Semarang;Depok;32.460667;749213.333333;terkirim;2;3;4;2026-02-04 22:52:11
477;SWF-20260205-0477;Roni Wijaya;Jl. Cempaka No. 47;Tangerang;Jakarta Timur;4.378833;87576.666667;terkirim;2;1;5;2026-02-05 06:25:48
478;SWF-20260205-0478;Eko Prasetyo;Jl. Gatot Subroto No. 3;Bogor;Jakarta Timur;18.870000;175960.000000;terkirim;4;2;5;2026-02-05 07:22:13
479;SWF-20260205-0479;Gita Saraswati;Jl. Sudirman No. 14;Bekasi;Jakarta Barat;9.625000;96250.000000;terkirim;1;1;6;2026-02-05 19:38:00
480;SWF-20260206-0480;Yanto Sukarno;Jl. Diponegoro No. 144;Jakarta Pusat;Surabaya;7.109333;56874.666667;terkirim;4;1;5;2026-02-06 03:12:50
481;SWF-20260206-0481;Hadi Sunyoto;Jl. Cempaka No. 37;Depok;Jakarta Selatan;3.250000;26000.000000;terkirim;4;1;6;2026-02-06 08:46:01
482;SWF-20260206-0482;Dian Sasmita;Jl. Mangga Dua No. 133;Bekasi;Bogor;18.600000;397000.000000;terkirim;2;2;6;2026-02-06 19:16:50
483;SWF-20260206-0483;Siti Rahma;Jl. Sudirman No. 59;Jakarta Timur;Jakarta Pusat;15.050000;145400.000000;terkirim;4;2;4;2026-02-06 19:45:39
484;SWF-20260207-0484;Gita Saraswati;Jl. Kamboja No. 118;Bogor;Jakarta Selatan;6.300000;63000.000000;terkirim;1;1;5;2026-02-07 18:21:21
485;SWF-20260207-0485;Maya Kartika;Jl. Kebon Jeruk No. 150;Jakarta Pusat;Bandung;6.583500;131670.000000;sampai_tujuan;2;1;5;2026-02-07 19:19:59
486;SWF-20260207-0486;Budi Santoso;Jl. Raya Bogor No. 32;Tangerang;Bekasi;5.669500;56695.000000;terkirim;1;1;5;2026-02-07 23:05:12
487;SWF-20260208-0487;Andi Pratama;Jl. Merdeka No. 85;Jakarta Pusat;Yogyakarta;14.807000;321140.000000;terkirim;2;2;6;2026-02-08 08:24:49
